Lea State,LEA,School State,School,ID,Year,Category,Instances,American Indian or Alaska Native,Asian or Pacific Islander,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,EL
PA,ABINGTON SD,PA,MCKINLEY SCH,420204005075,2013,School-related arrest,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,ABINGTON SD,PA,MCKINLEY SCH,420204005075,2013,Total enrollment,,0.00,,37.00,0.00,31.00,64.00,517.00,16.00,665.00,19.00
PA,SPRING-FORD AREA SD,PA,SPRING-FORD MS 8TH GRADE CTR,422256000836,2013,Corporal punishment,,0,,0,0,0,0,0,0,0,0
PA,SPRING-FORD AREA SD,PA,SPRING-FORD MS 8TH GRADE CTR,422256000836,2013,Students receiving one or more in-school suspensions,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,SPRING-FORD AREA SD,PA,SPRING-FORD MS 8TH GRADE CTR,422256000836,2013,Students receiving only one out-of-school suspension,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,SPRING-FORD AREA SD,PA,SPRING-FORD MS 8TH GRADE CTR,422256000836,2013,Students receiving more than one out-of-school suspension,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,SPRING-FORD AREA SD,PA,SPRING-FORD MS 8TH GRADE CTR,422256000836,2013,Expulsions with educational services,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,SPRING-FORD AREA SD,PA,SPRING-FORD MS 8TH GRADE CTR,422256000836,2013,Expulsions without educational services,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,SPRING-FORD AREA SD,PA,SPRING-FORD MS 8TH GRADE CTR,422256000836,2013,Expulsions under zero-tolerance policies,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,SPRING-FORD AREA SD,PA,SPRING-FORD MS 8TH GRADE CTR,422256000836,2013,Referral to law enforcement,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,SPRING-FORD AREA SD,PA,SPRING-FORD MS 8TH GRADE CTR,422256000836,2013,School-related arrest,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,SPRING-FORD AREA SD,PA,SPRING-FORD MS 8TH GRADE CTR,422256000836,2013,Total enrollment,,0.00,,40.00,0.00,22.00,34.00,538.00,22.00,656.00,2.00
PA,BOYERTOWN AREA SD,PA,WASHINGTON EL SCH,420396000766,2013,Corporal punishment,,0,,0,0,0,0,0,0,0,0
PA,BOYERTOWN AREA SD,PA,WASHINGTON EL SCH,420396000766,2013,Students receiving one or more in-school suspensions,,0.00,,0.00,0.00,0.00,0.00,8.00,0.00,8.00,0.00
PA,BOYERTOWN AREA SD,PA,WASHINGTON EL SCH,420396000766,2013,Students receiving only one out-of-school suspension,,0.00,,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00
PA,BOYERTOWN AREA SD,PA,WASHINGTON EL SCH,420396000766,2013,Students receiving more than one out-of-school suspension,,0.00,,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00
PA,BOYERTOWN AREA SD,PA,WASHINGTON EL SCH,420396000766,2013,Expulsions with educational services,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,BOYERTOWN AREA SD,PA,WASHINGTON EL SCH,420396000766,2013,Expulsions without educational services,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,BOYERTOWN AREA SD,PA,WASHINGTON EL SCH,420396000766,2013,Expulsions under zero-tolerance policies,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,BOYERTOWN AREA SD,PA,WASHINGTON EL SCH,420396000766,2013,Referral to law enforcement,,0.00,,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00
PA,BOYERTOWN AREA SD,PA,WASHINGTON EL SCH,420396000766,2013,School-related arrest,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,BOYERTOWN AREA SD,PA,WASHINGTON EL SCH,420396000766,2013,Total enrollment,,7.00,,2.00,0.00,4.00,2.00,559.00,16.00,590.00,0.00
PA,LOWER MORELAND TOWNSHIP SD,PA,PINE ROAD EL SCH,421419003297,2013,Corporal punishment,,0,,0,0,0,0,0,0,0,0
PA,LOWER MORELAND TOWNSHIP SD,PA,PINE ROAD EL SCH,421419003297,2013,Students receiving one or more in-school suspensions,,0.00,,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00
PA,LOWER MORELAND TOWNSHIP SD,PA,PINE ROAD EL SCH,421419003297,2013,Students receiving only one out-of-school suspension,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,LOWER MORELAND TOWNSHIP SD,PA,PINE ROAD EL SCH,421419003297,2013,Students receiving more than one out-of-school suspension,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,LOWER MORELAND TOWNSHIP SD,PA,PINE ROAD EL SCH,421419003297,2013,Expulsions with educational services,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,LOWER MORELAND TOWNSHIP SD,PA,PINE ROAD EL SCH,421419003297,2013,Expulsions without educational services,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,LOWER MORELAND TOWNSHIP SD,PA,PINE ROAD EL SCH,421419003297,2013,Expulsions under zero-tolerance policies,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,LOWER MORELAND TOWNSHIP SD,PA,PINE ROAD EL SCH,421419003297,2013,Referral to law enforcement,,0.00,,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00
PA,LOWER MORELAND TOWNSHIP SD,PA,PINE ROAD EL SCH,421419003297,2013,School-related arrest,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,LOWER MORELAND TOWNSHIP SD,PA,PINE ROAD EL SCH,421419003297,2013,Total enrollment,,0.00,,151.00,4.00,13.00,4.00,745.00,13.00,930.00,127.00
PA,SOUDERTON AREA SD,PA,FRANCONIA EL SCH,422187003266,2013,Corporal punishment,,0,,0,0,0,0,0,0,0,0
PA,SOUDERTON AREA SD,PA,FRANCONIA EL SCH,422187003266,2013,Students receiving one or more in-school suspensions,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,SOUDERTON AREA SD,PA,FRANCONIA EL SCH,422187003266,2013,Students receiving only one out-of-school suspension,,0.00,,0.00,0.00,0.00,2.00,4.00,0.00,6.00,0.00
PA,SOUDERTON AREA SD,PA,FRANCONIA EL SCH,422187003266,2013,Students receiving more than one out-of-school suspension,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,SOUDERTON AREA SD,PA,FRANCONIA EL SCH,422187003266,2013,Expulsions with educational services,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,SOUDERTON AREA SD,PA,FRANCONIA EL SCH,422187003266,2013,Expulsions without educational services,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,SOUDERTON AREA SD,PA,FRANCONIA EL SCH,422187003266,2013,Expulsions under zero-tolerance policies,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,SOUDERTON AREA SD,PA,FRANCONIA EL SCH,422187003266,2013,Referral to law enforcement,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,SOUDERTON AREA SD,PA,FRANCONIA EL SCH,422187003266,2013,School-related arrest,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,SOUDERTON AREA SD,PA,FRANCONIA EL SCH,422187003266,2013,Total enrollment,,0.00,,25.00,0.00,22.00,16.00,406.00,4.00,473.00,22.00
PA,METHACTON SD,PA,ARROWHEAD EL SCH,421425006845,2013,Corporal punishment,,0,,0,0,0,0,0,0,0,0
PA,METHACTON SD,PA,ARROWHEAD EL SCH,421425006845,2013,Students receiving one or more in-school suspensions,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,METHACTON SD,PA,ARROWHEAD EL SCH,421425006845,2013,Students receiving only one out-of-school suspension,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,METHACTON SD,PA,ARROWHEAD EL SCH,421425006845,2013,Students receiving more than one out-of-school suspension,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,METHACTON SD,PA,ARROWHEAD EL SCH,421425006845,2013,Expulsions with educational services,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,METHACTON SD,PA,ARROWHEAD EL SCH,421425006845,2013,Expulsions without educational services,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,METHACTON SD,PA,ARROWHEAD EL SCH,421425006845,2013,Expulsions under zero-tolerance policies,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,METHACTON SD,PA,ARROWHEAD EL SCH,421425006845,2013,Referral to law enforcement,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,METHACTON SD,PA,ARROWHEAD EL SCH,421425006845,2013,School-related arrest,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,METHACTON SD,PA,ARROWHEAD EL SCH,421425006845,2013,Total enrollment,,0.00,,43.00,2.00,4.00,7.00,229.00,13.00,298.00,5.00
PA,NORTH PENN SD,PA,PENNDALE MS,421728003324,2013,Corporal punishment,,0,,0,0,0,0,0,0,0,0
PA,NORTH PENN SD,PA,PENNDALE MS,421728003324,2013,Students receiving one or more in-school suspensions,,2.00,,2.00,0.00,4.00,4.00,7.00,2.00,21.00,2.00
PA,NORTH PENN SD,PA,PENNDALE MS,421728003324,2013,Students receiving only one out-of-school suspension,,0.00,,0.00,2.00,4.00,4.00,2.00,2.00,14.00,0.00
PA,NORTH PENN SD,PA,PENNDALE MS,421728003324,2013,Students receiving more than one out-of-school suspension,,0.00,,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00
PA,NORTH PENN SD,PA,PENNDALE MS,421728003324,2013,Expulsions with educational services,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,NORTH PENN SD,PA,PENNDALE MS,421728003324,2013,Expulsions without educational services,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,NORTH PENN SD,PA,PENNDALE MS,421728003324,2013,Expulsions under zero-tolerance policies,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,NORTH PENN SD,PA,PENNDALE MS,421728003324,2013,Referral to law enforcement,,0.00,,0.00,2.00,2.00,4.00,2.00,2.00,12.00,0.00
PA,NORTH PENN SD,PA,PENNDALE MS,421728003324,2013,School-related arrest,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,NORTH PENN SD,PA,PENNDALE MS,421728003324,2013,Total enrollment,,4.00,,286.00,2.00,61.00,136.00,862.00,16.00,1367.00,46.00
PA,ABINGTON SD,PA,ABINGTON SHS,420204003241,2013,Corporal punishment,,0,,0,0,0,0,0,0,0,0
PA,ABINGTON SD,PA,ABINGTON SHS,420204003241,2013,Students receiving one or more in-school suspensions,,0.00,,2.00,0.00,4.00,43.00,43.00,4.00,96.00,2.00
PA,ABINGTON SD,PA,ABINGTON SHS,420204003241,2013,Students receiving only one out-of-school suspension,,0.00,,0.00,0.00,2.00,16.00,13.00,0.00,31.00,0.00
PA,ABINGTON SD,PA,ABINGTON SHS,420204003241,2013,Students receiving more than one out-of-school suspension,,0.00,,0.00,0.00,0.00,13.00,4.00,0.00,17.00,0.00
PA,ABINGTON SD,PA,ABINGTON SHS,420204003241,2013,Expulsions with educational services,,0.00,,0.00,0.00,2.00,2.00,2.00,0.00,6.00,0.00
PA,ABINGTON SD,PA,ABINGTON SHS,420204003241,2013,Expulsions without educational services,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,ABINGTON SD,PA,ABINGTON SHS,420204003241,2013,Expulsions under zero-tolerance policies,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,ABINGTON SD,PA,ABINGTON SHS,420204003241,2013,Referral to law enforcement,,0.00,,0.00,0.00,0.00,5.00,2.00,0.00,7.00,0.00
PA,ABINGTON SD,PA,ABINGTON SHS,420204003241,2013,School-related arrest,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,ABINGTON SD,PA,ABINGTON SHS,420204003241,2013,Total enrollment,,0.00,,79.00,5.00,79.00,403.00,1132.00,34.00,1732.00,25.00
PA,ABINGTON SD,PA,ABINGTON JHS,420204003242,2013,Corporal punishment,,0,,0,0,0,0,0,0,0,0
PA,ABINGTON SD,PA,ABINGTON JHS,420204003242,2013,Students receiving one or more in-school suspensions,,0.00,,4.00,0.00,4.00,22.00,16.00,0.00,46.00,2.00
PA,ABINGTON SD,PA,ABINGTON JHS,420204003242,2013,Students receiving only one out-of-school suspension,,0.00,,2.00,0.00,2.00,22.00,16.00,4.00,46.00,0.00
PA,ABINGTON SD,PA,ABINGTON JHS,420204003242,2013,Students receiving more than one out-of-school suspension,,0.00,,0.00,0.00,0.00,4.00,2.00,0.00,6.00,0.00
PA,ABINGTON SD,PA,ABINGTON JHS,420204003242,2013,Expulsions with educational services,,0.00,,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00
PA,ABINGTON SD,PA,ABINGTON JHS,420204003242,2013,Expulsions without educational services,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,ABINGTON SD,PA,ABINGTON JHS,420204003242,2013,Expulsions under zero-tolerance policies,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,ABINGTON SD,PA,ABINGTON JHS,420204003242,2013,Referral to law enforcement,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,ABINGTON SD,PA,ABINGTON JHS,420204003242,2013,School-related arrest,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,ABINGTON SD,PA,ABINGTON JHS,420204003242,2013,Total enrollment,,4.00,,67.00,2.00,109.00,379.00,1111.00,46.00,1718.00,19.00
PA,CENTRAL BUCKS SD,PA,PINE RUN EL SCH,420531005306,2013,Corporal punishment,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,CENTRAL BUCKS SD,PA,PINE RUN EL SCH,420531005306,2013,Students receiving one or more in-school suspensions,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,CENTRAL BUCKS SD,PA,PINE RUN EL SCH,420531005306,2013,Students receiving only one out-of-school suspension,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,CENTRAL BUCKS SD,PA,PINE RUN EL SCH,420531005306,2013,Students receiving more than one out-of-school suspension,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,CENTRAL BUCKS SD,PA,PINE RUN EL SCH,420531005306,2013,Expulsions with educational services,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,CENTRAL BUCKS SD,PA,PINE RUN EL SCH,420531005306,2013,Expulsions without educational services,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,CENTRAL BUCKS SD,PA,PINE RUN EL SCH,420531005306,2013,Expulsions under zero-tolerance policies,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,CENTRAL BUCKS SD,PA,PINE RUN EL SCH,420531005306,2013,Referral to law enforcement,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,CENTRAL BUCKS SD,PA,PINE RUN EL SCH,420531005306,2013,School-related arrest,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,CENTRAL BUCKS SD,PA,PINE RUN EL SCH,420531005306,2013,Total enrollment,,0.00,,22.00,2.00,13.00,4.00,445.00,10.00,496.00,2.00
PA,LOWER MERION SD,PA,BELMONT HILLS EL SCH,421416000482,2013,Corporal punishment,,0,,0,0,0,0,0,0,0,0
PA,LOWER MERION SD,PA,BELMONT HILLS EL SCH,421416000482,2013,Students receiving one or more in-school suspensions,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,LOWER MERION SD,PA,BELMONT HILLS EL SCH,421416000482,2013,Students receiving only one out-of-school suspension,,0.00,,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00
PA,LOWER MERION SD,PA,BELMONT HILLS EL SCH,421416000482,2013,Students receiving more than one out-of-school suspension,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,LOWER MERION SD,PA,BELMONT HILLS EL SCH,421416000482,2013,Expulsions with educational services,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,LOWER MERION SD,PA,BELMONT HILLS EL SCH,421416000482,2013,Expulsions without educational services,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,LOWER MERION SD,PA,BELMONT HILLS EL SCH,421416000482,2013,Expulsions under zero-tolerance policies,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,LOWER MERION SD,PA,BELMONT HILLS EL SCH,421416000482,2013,Referral to law enforcement,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,LOWER MERION SD,PA,BELMONT HILLS EL SCH,421416000482,2013,School-related arrest,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,LOWER MERION SD,PA,BELMONT HILLS EL SCH,421416000482,2013,Total enrollment,,2.00,,46.00,0.00,13.00,16.00,379.00,19.00,475.00,10.00
PA,NORTH PENN SD,PA,OAK PARK EL SCH,421728003280,2013,Corporal punishment,,0,,0,0,0,0,0,0,0,0
PA,NORTH PENN SD,PA,OAK PARK EL SCH,421728003280,2013,Students receiving one or more in-school suspensions,,0.00,,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00
PA,NORTH PENN SD,PA,OAK PARK EL SCH,421728003280,2013,Students receiving only one out-of-school suspension,,0.00,,2.00,0.00,0.00,2.00,0.00,0.00,4.00,0.00
PA,NORTH PENN SD,PA,OAK PARK EL SCH,421728003280,2013,Students receiving more than one out-of-school suspension,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,NORTH PENN SD,PA,OAK PARK EL SCH,421728003280,2013,Expulsions with educational services,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,NORTH PENN SD,PA,OAK PARK EL SCH,421728003280,2013,Expulsions without educational services,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,NORTH PENN SD,PA,OAK PARK EL SCH,421728003280,2013,Expulsions under zero-tolerance policies,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,NORTH PENN SD,PA,OAK PARK EL SCH,421728003280,2013,Referral to law enforcement,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,NORTH PENN SD,PA,OAK PARK EL SCH,421728003280,2013,School-related arrest,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,NORTH PENN SD,PA,OAK PARK EL SCH,421728003280,2013,Total enrollment,,2.00,,118.00,2.00,43.00,52.00,256.00,22.00,495.00,70.00
PA,POTTSGROVE SD,PA,POTTSGROVE MS,421965006746,2013,Corporal punishment,,0,,0,0,0,0,0,0,0,0
PA,POTTSGROVE SD,PA,POTTSGROVE MS,421965006746,2013,Students receiving one or more in-school suspensions,,0.00,,0.00,0.00,5.00,16.00,28.00,7.00,56.00,0.00
PA,POTTSGROVE SD,PA,POTTSGROVE MS,421965006746,2013,Students receiving only one out-of-school suspension,,0.00,,0.00,0.00,0.00,4.00,4.00,0.00,8.00,0.00
PA,POTTSGROVE SD,PA,POTTSGROVE MS,421965006746,2013,Students receiving more than one out-of-school suspension,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,POTTSGROVE SD,PA,POTTSGROVE MS,421965006746,2013,Expulsions with educational services,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,POTTSGROVE SD,PA,POTTSGROVE MS,421965006746,2013,Expulsions without educational services,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,POTTSGROVE SD,PA,POTTSGROVE MS,421965006746,2013,Expulsions under zero-tolerance policies,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,POTTSGROVE SD,PA,POTTSGROVE MS,421965006746,2013,Referral to law enforcement,,0.00,,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00
PA,POTTSGROVE SD,PA,POTTSGROVE MS,421965006746,2013,School-related arrest,,0.00,,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00
PA,POTTSGROVE SD,PA,POTTSGROVE MS,421965006746,2013,Total enrollment,,4.00,,13.00,0.00,46.00,97.00,511.00,58.00,729.00,4.00
PA,SOUDERTON AREA SD,PA,E M CROUTHAMEL EL SCH,422187003357,2013,Corporal punishment,,0,,0,0,0,0,0,0,0,0
PA,SOUDERTON AREA SD,PA,E M CROUTHAMEL EL SCH,422187003357,2013,Students receiving one or more in-school suspensions,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,SOUDERTON AREA SD,PA,E M CROUTHAMEL EL SCH,422187003357,2013,Students receiving only one out-of-school suspension,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,SOUDERTON AREA SD,PA,E M CROUTHAMEL EL SCH,422187003357,2013,Students receiving more than one out-of-school suspension,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,SOUDERTON AREA SD,PA,E M CROUTHAMEL EL SCH,422187003357,2013,Expulsions with educational services,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,SOUDERTON AREA SD,PA,E M CROUTHAMEL EL SCH,422187003357,2013,Expulsions without educational services,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,SOUDERTON AREA SD,PA,E M CROUTHAMEL EL SCH,422187003357,2013,Expulsions under zero-tolerance policies,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,SOUDERTON AREA SD,PA,E M CROUTHAMEL EL SCH,422187003357,2013,Referral to law enforcement,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,SOUDERTON AREA SD,PA,E M CROUTHAMEL EL SCH,422187003357,2013,School-related arrest,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,SOUDERTON AREA SD,PA,E M CROUTHAMEL EL SCH,422187003357,2013,Total enrollment,,7.00,,28.00,0.00,58.00,13.00,238.00,7.00,351.00,49.00
PA,METHACTON SD,PA,METHACTON HS,421425003305,2013,Corporal punishment,,0,,0,0,0,0,0,0,0,0
PA,METHACTON SD,PA,METHACTON HS,421425003305,2013,Students receiving one or more in-school suspensions,,0.00,,7.00,0.00,4.00,4.00,43.00,2.00,60.00,4.00
PA,METHACTON SD,PA,METHACTON HS,421425003305,2013,Students receiving only one out-of-school suspension,,0.00,,4.00,0.00,2.00,4.00,13.00,2.00,25.00,0.00
PA,METHACTON SD,PA,METHACTON HS,421425003305,2013,Students receiving more than one out-of-school suspension,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,METHACTON SD,PA,METHACTON HS,421425003305,2013,Expulsions with educational services,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,METHACTON SD,PA,METHACTON HS,421425003305,2013,Expulsions without educational services,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,METHACTON SD,PA,METHACTON HS,421425003305,2013,Expulsions under zero-tolerance policies,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,METHACTON SD,PA,METHACTON HS,421425003305,2013,Referral to law enforcement,,0.00,,4.00,0.00,2.00,4.00,10.00,0.00,20.00,0.00
PA,METHACTON SD,PA,METHACTON HS,421425003305,2013,School-related arrest,,0.00,,2.00,0.00,0.00,0.00,7.00,0.00,9.00,0.00
PA,METHACTON SD,PA,METHACTON HS,421425003305,2013,Total enrollment,,2.00,,226.00,0.00,37.00,64.00,1294.00,61.00,1684.00,13.00
PA,CENTRAL BUCKS SD,PA,GROVELAND EL SCH,420531000539,2013,Corporal punishment,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,CENTRAL BUCKS SD,PA,GROVELAND EL SCH,420531000539,2013,Students receiving one or more in-school suspensions,,0.00,,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00
PA,CENTRAL BUCKS SD,PA,GROVELAND EL SCH,420531000539,2013,Students receiving only one out-of-school suspension,,0.00,,0.00,0.00,2.00,0.00,0.00,2.00,4.00,0.00
PA,CENTRAL BUCKS SD,PA,GROVELAND EL SCH,420531000539,2013,Students receiving more than one out-of-school suspension,,0.00,,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00
PA,CENTRAL BUCKS SD,PA,GROVELAND EL SCH,420531000539,2013,Expulsions with educational services,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,CENTRAL BUCKS SD,PA,GROVELAND EL SCH,420531000539,2013,Expulsions without educational services,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,CENTRAL BUCKS SD,PA,GROVELAND EL SCH,420531000539,2013,Expulsions under zero-tolerance policies,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,CENTRAL BUCKS SD,PA,GROVELAND EL SCH,420531000539,2013,Referral to law enforcement,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,CENTRAL BUCKS SD,PA,GROVELAND EL SCH,420531000539,2013,School-related arrest,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,CENTRAL BUCKS SD,PA,GROVELAND EL SCH,420531000539,2013,Total enrollment,,2.00,,31.00,2.00,55.00,4.00,808.00,28.00,930.00,31.00
PA,NORTH PENN SD,PA,GWYN-NOR EL SCH,421728004831,2013,Corporal punishment,,0,,0,0,0,0,0,0,0,0
PA,NORTH PENN SD,PA,GWYN-NOR EL SCH,421728004831,2013,Students receiving one or more in-school suspensions,,0.00,,0.00,0.00,0.00,0.00,2.00,2.00,4.00,0.00
PA,NORTH PENN SD,PA,GWYN-NOR EL SCH,421728004831,2013,Students receiving only one out-of-school suspension,,0.00,,0.00,0.00,0.00,0.00,2.00,2.00,4.00,0.00
PA,NORTH PENN SD,PA,GWYN-NOR EL SCH,421728004831,2013,Students receiving more than one out-of-school suspension,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,NORTH PENN SD,PA,GWYN-NOR EL SCH,421728004831,2013,Expulsions with educational services,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,NORTH PENN SD,PA,GWYN-NOR EL SCH,421728004831,2013,Expulsions without educational services,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,NORTH PENN SD,PA,GWYN-NOR EL SCH,421728004831,2013,Expulsions under zero-tolerance policies,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,NORTH PENN SD,PA,GWYN-NOR EL SCH,421728004831,2013,Referral to law enforcement,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
